evidence_record_id,study_reference_id,within_study_evidence_no,author_year,title,evidence_location,evidence_source_original,evidence_source_category,pathway_level_1_original,pathway_level_1_category,pathway_level_2_original,pathway_level_2_corrected_original,climate_factor_original,pathogen,amr_outcome_original,mechanism_chain_original,original_quote,evidence_type_original,evidence_type_category,mechanism_support_original,mechanism_support_category,effect_direction_original,effect_direction_category,time_scale_original,time_scale_category,spatial_context_original,spatial_context_category,extraction_date
EVID_147-M5,147,5,Kolonitsiou (2017),Trends of Bloodstream Infections in a University Greek Hospital during a Three-Year Period: Incidence of Multidrug-Resistant Bacteria and Seasonality in Gram-negative Predominance,Discussion-p.179-para.1,3-Discussion数据解释,Discussion interpretation,3-生态社会介导,Socio-ecological mediation,3g-其他社会介导,可删除,温度-季节变化（夏季）,Candida spp.,感染风险增加/耐药风险增加,夏季季节变化（住院环境/温度相关）→Candida spp.分离概率上升→真菌血流感染在夏季更高→医疗相关感染负担增加,"“Candidemia showed seasonality in the present study, being significantly higher in summer months as compared to winter ones, a finding that reinforces previously published results of a previous study, where hospitalization during summer months was an independent risk factor for Candida spp. isolation.” (p.179, para.1)",2-观察性数据,Observational,2-间接数据支持,Indirect empirical support,1-促进AMR,Promoting AMR,2-观察累积,Observational cumulative/seasonal,4-宿主体内,Within host / clinical,2026-01-07
EVID_147-M6,147,6,Kolonitsiou (2017),Trends of Bloodstream Infections in a University Greek Hospital during a Three-Year Period: Incidence of Multidrug-Resistant Bacteria and Seasonality in Gram-negative Predominance,Conclusions-p.179-para.3,3-Discussion数据解释,Discussion interpretation,3-生态社会介导,Socio-ecological mediation,3g-其他社会介导,可删除,温度-季节变化（冬季/夏季）,CNS; Gram-negative bacteria (Klebsiella spp.),耐药风险/耐药负担增加（感染谱偏移）,季节变化→冬季CNS更常见、夏季Gram-negative更常见（尤其Klebsiella）→影响AMR相关病原谱与抗菌药压力,"“CNS was the most commonly isolated pathogen from bacteremic patients and was more common during winter months, in contrast to summer occurrence of Gram-negative bacteria especially Klebsiella spp.” (p.179, para.3)",2-观察性数据,Observational,2-间接数据支持,Indirect empirical support,3-双向作用,Bidirectional or mixed,2-观察累积,Observational cumulative/seasonal,4-宿主体内,Within host / clinical,2026-01-07
EVID_153-M1,153,1,Jałowiecki (2022),Seasonal and Technological Shifts of the WHO Priority Multi-Resistant Pathogens in Municipal Wastewater Treatment Plant and Its Receiving Surface Water: A Case Study,Results-p.4-para.1,1-Results实验数据,Results,2-环境介导,Environment-mediated pathways,2d-水土理化性质,2d-水土理化性质,温度-季节平均温度变化,WHO priority pathogens（Enterobacteriaceae; E. coli; Klebsiella pneumoniae等）,耐药菌相对丰度增加,温度-季节平均温度变化→环境参数差异（不同季节温度差异）→WHO优先多重耐药病原在不同季节分布差异→耐药菌相对丰度增加,"“Bacteria from the WHO priority pathogens list constituted from 2.15% of relative abundance of total identified bacteria in spring to 3.44% and 3.26% in autumn and summer, respectively.” (p.4, para.1)",2-观察性数据,Observational,2-间接数据支持,Indirect empirical support,1-促进AMR,Promoting AMR,2-观察累积,Observational cumulative/seasonal,3-人造环境,Built or engineered environment,2026-01-07
EVID_153-M2,153,2,Jałowiecki (2022),Seasonal and Technological Shifts of the WHO Priority Multi-Resistant Pathogens in Municipal Wastewater Treatment Plant and Its Receiving Surface Water: A Case Study,Results-p.4-para.1,1-Results实验数据,Results,2-环境介导,Environment-mediated pathways,2d-水土理化性质,2d-水土理化性质,温度-季节平均温度变化,Enterobacteriaceae（E. coli; Klebsiella pneumoniae）,耐药菌相对丰度增加,温度-季节平均温度变化→影响Enterobacteriaceae在不同季节相对丰度→夏/秋高于春→耐药菌相对丰度增加,"“The average values of Enterobacteriaceae in all samples were 36.3%, 34.5%, and 23.7% in summer, autumn, and spring, respectively.” (p.4, para.1)",2-观察性数据,Observational,2-间接数据支持,Indirect empirical support,1-促进AMR,Promoting AMR,2-观察累积,Observational cumulative/seasonal,3-人造环境,Built or engineered environment,2026-01-07
EVID_153-M3,153,3,Jałowiecki (2022),Seasonal and Technological Shifts of the WHO Priority Multi-Resistant Pathogens in Municipal Wastewater Treatment Plant and Its Receiving Surface Water: A Case Study,Results-p.4-para.2,2-Results+Discussion整合,Results and discussion integration,2-环境介导,Environment-mediated pathways,2d-水土理化性质,2d-水土理化性质,温度-季节平均温度变化,WHO priority pathogens（整体）,耐药菌相对丰度增加,温度-季节平均温度变化→影响病原在不同季节分布→形成显著季节差异→耐药菌相对丰度增加,"“In all analyses, the values of Spearman correlation index between seasons were high. It is suggested that environmental parameters, such as temperature differences, effect pathogen distribution in various seasons.” (p.4, para.2)",2-观察性数据,Observational,3-理论推测,Theoretical support,1-促进AMR,Promoting AMR,2-观察累积,Observational cumulative/seasonal,3-人造环境,Built or engineered environment,2026-01-07
EVID_153-M4,153,4,Jałowiecki (2022),Seasonal and Technological Shifts of the WHO Priority Multi-Resistant Pathogens in Municipal Wastewater Treatment Plant and Its Receiving Surface Water: A Case Study,Materials and Methods-p.2-para.1,5-Methods机制设计,Methods-based mechanism design,2-环境介导,Environment-mediated pathways,2d-水土理化性质,2d-水土理化性质,温度-季节平均温度变化,WHO priority pathogens（整体）,耐药菌相对丰度增加,温度-季节平均温度变化（夏/秋/春）→污水厂进出水温度变化→影响多重耐药WHO优先病原的分布→耐药菌相对丰度增加,"“The samples were collected in three seasons: summer (June 2018), autumn (November 2018), and spring (March 2019) from the full-scale municipal wastewater treatment plant…” (p.2, para.1)",4-文献综述,Review-based,4-文献综述总结,Review-based support,4-不确定,Uncertain,4-未明确,Conceptual or unclear,3-人造环境,Built or engineered environment,2026-01-07
EVID_156-M1,156,1,Huang (2019),Diverse and abundant antibiotics and antibiotic resistance genes in an urban water system,Results and discussion- p.500-para.1,2-Results+Discussion整合,Results and discussion integration,2-环境介导,Environment-mediated pathways,2d-水土理化性质,2d-水土理化性质,其他-季节性,未明确,耐药基因丰度增加,季节性（spring vs winter）→环境条件/水系统状态差异（同一城市水系统不同季节采样）→ARGs相对丰度在春季整体更高→耐药基因丰度增加,"“In the samples collected during spring, the relative abundance of ARGs in L sites was between 1.6 and 81.9. The relative abundances in SE, IW, EW, PR, and TW were 7.2–59.9, 40.0, 0.6, 0.2–466.1, and 269.1, respectively. Apparently, the relative abundance of ARGs in the spring was higher than in the winter (p-value is 0.097, by paired-samples t-test).” (p.500, para.1)",2-观察性数据,Observational,2-间接数据支持,Indirect empirical support,1-促进AMR,Promoting AMR,2-观察累积,Observational cumulative/seasonal,3-人造环境,Built or engineered environment,2026-01-08
EVID_156-M2,156,2,Huang (2019),Diverse and abundant antibiotics and antibiotic resistance genes in an urban water system,Results and discussion- p.501-para.1,2-Results+Discussion整合,Results and discussion integration,1-直接生物学效应,Direct biological mechanisms,1c-HGT质粒接合,1c-水平基因转移,其他-季节性,未明确,HGT频率增加,季节性（spring vs winter）→转座酶相对浓度在部分区段春季略高→提示潜在水平转移能力随季节波动→HGT相关风险存在,"“The relative concentration of transposases in L, IW, and EW sites was a little higher in spring than that in winter, but that in PR and TW sites was a little lower (as shown in Fig. S4 in Supplementary Information).” (p.501, para.1)",2-观察性数据,Observational,2-间接数据支持,Indirect empirical support,3-双向作用,Bidirectional or mixed,2-观察累积,Observational cumulative/seasonal,3-人造环境,Built or engineered environment,2026-01-08
EVID_156-M3,156,3,Huang (2019),Diverse and abundant antibiotics and antibiotic resistance genes in an urban water system,Results and discussion- p.501-para.1,2-Results+Discussion整合,Results and discussion integration,1-直接生物学效应,Direct biological mechanisms,1c-HGT质粒接合,1c-水平基因转移,其他-季节性,未明确,HGT频率增加,季节性背景下（不同季节采样）→转座酶丰度与ARGs丰度相关→提示水平基因转移可能促进ARGs富集→HGT相关AMR过程增强,"“The close correlation between the abundance of transposases and ARGs suggests that horizontal gene transfer may be conducive to the enrichment of ARGs (Zhu et al., 2013).” (p.501, para.1)",2-观察性数据,Observational,2-间接数据支持,Indirect empirical support,1-促进AMR,Promoting AMR,2-观察累积,Observational cumulative/seasonal,3-人造环境,Built or engineered environment,2026-01-08
EVID_156-M4,156,4,Huang (2019),Diverse and abundant antibiotics and antibiotic resistance genes in an urban water system,Results and discussion- p.501-para.1,2-Results+Discussion整合,Results and discussion integration,1-直接生物学效应,Direct biological mechanisms,1c-HGT质粒接合,1c-水平基因转移,其他-季节性,未明确,HGT频率增加,季节性（winter/spring）→不同区段转座酶相对浓度存在差异但普遍存在→提示ARG水平转移风险在城市水系统广泛存在→HGT相关风险持续,"“Although there were some differences in the relative concentration of transposases in different sections during the urban water system, the risk of horizontal transfer of ARGs existed widely.” (p.501, para.1)",2-观察性数据,Observational,2-间接数据支持,Indirect empirical support,1-促进AMR,Promoting AMR,2-观察累积,Observational cumulative/seasonal,3-人造环境,Built or engineered environment,2026-01-08
EVID_156-M5,156,5,Huang (2019),Diverse and abundant antibiotics and antibiotic resistance genes in an urban water system,Conclusion- p.501-para.2,3-Discussion数据解释,Discussion interpretation,1-直接生物学效应,Direct biological mechanisms,1c-HGT质粒接合,1c-水平基因转移,其他-季节性,未明确,HGT频率增加,季节性差异（winter/spring采样并评估转座酶）→尽管WWTP处理后ARG丰度下降→转座酶介导的水平转移风险仍不可忽视→AMR传播风险持续,"“Although WWTP had a certain removal effect on the antibiotics and the abundance of ARGs in sewage decreased after the treatment, the horizontal transfer risk by transposases could not be ignored, thus sufficient attention should be paid to this issue.” (p.501, para.2)",2-观察性数据,Observational,2-间接数据支持,Indirect empirical support,1-促进AMR,Promoting AMR,2-观察累积,Observational cumulative/seasonal,3-人造环境,Built or engineered environment,2026-01-08
EVID_158-M1,158,1,Hoberman (2005),Penicillin Susceptibility of Pneumococcal Isolates Causing Acute Otitis Media in Children Seasonal Variation,Results-p.117-para.1,1-Results实验数据,Results,3-生态社会介导,Socio-ecological mediation,3a-疾病负担,3b-人用抗生素（感染增加）,温度-季节平均温度变化,S.pneumoniae,耐药率上升,温度-季节平均温度变化（呼吸道感染季节推进/冬季）→AOM发病月份分布改变→耐药肺炎链球菌导致的AOM比例随季节推进增加→耐药率上升,"“When data were analyzed according to the months during which AOM episodes occurred, the proportion of episodes caused by strains of nonsusceptible pneumococci appeared to increase as the respiratory season progressed Fig. 2A, May through December (12 of 66) versus January through April (40 of 99); P 0.004_x0004_, both among children with pneumococcal isolates (Fig. 2A; test for trend, P 0.03) and in all children with AOM (Fig. 2B; test for trend (P 0.046).” (p.117, para.1)",2-观察性数据,Observational,2-间接数据支持,Indirect empirical support,1-促进AMR,Promoting AMR,2-观察累积,Observational cumulative/seasonal,5-未明确,Mixed or unspecified,2026-01-08
